ER60001	ER60002	ER60017	ER60018	ER60167	ER62366	ER62506	ER64612	ER64810	ER65349	ER65459
1	6789	26	2	0	5	0	5	1	4000	14
1	1583	62	1	0	3	1	1	1	35360	16
1	4740	68	1	5	4	0	5	1	36053	12
1	3945	41	1	0	2	0	5	1	94638	12
1	5042	40	1	0	3	0	5	1	102604	12
1	4015	37	1	0	2	0	5	1	66464	12
1	7414	35	1	0	2	0	5	1	98988	15
1	1877	66	1	5	2	0	5	1	38001	12
1	3832	64	1	0	3	0	5	1	80530	12
1	2355	63	1	0	2	0	5	1	69548	12
1	858	68	1	0	3	1	5	1	73254	12
1	1753	42	1	0	2	0	5	1	113638	16
1	4233	44	1	0	1	0	5	1	82960	16
1	4750	41	1	0	3	0	5	1	41850	12
1	4380	42	1	0	1	0	5	1	107050	14
1	904	39	1	0	2	0	5	1	110100	14
1	3818	38	1	0	2	0	5	1	85000	12
1	6652	38	1	0	2	0	5	1	38896	16
1	1300	36	1	0	3	0	5	1	80150	14
1	4281	33	1	0	2	0	5	1	112100	13
1	5137	33	1	0	2	1	5	1	101520	16
1	895	32	2	0	1	0	5	1	29805	12
1	664	29	2	0	2	0	5	1	35001	17
1	5908	29	1	0	3	0	5	1	57801	14
1	1442	64	2	0	2	0	5	1	140132	14
1	1273	61	1	0	2	0	5	1	93426	12
1	4899	35	1	0	1	0	5	1	70004	13
1	2528	40	1	0	1	0	5	1	103150	16
1	5201	36	1	0	2	0	5	1	211900	16
1	969	71	1	0	1	0	5	1	385480	12
1	2098	23	1	0	2	2	5	1	70014	12
1	3929	20	2	0	1	1	5	1	32100	15
1	967	49	1	0	2	0	5	1	134516	12
1	3034	53	1	5	2	1	5	1	198000	17
1	4178	46	1	0	3	0	1	1	62421	11
1	7597	45	1	0	3	0	5	1	453342	15
1	956	61	1	0	2	0	5	1	42000	12
1	4211	36	2	0	2	0	5	1	102000	12
1	8013	25	1	0	1	2	1	1	70000	10
1	7876	23	2	5	3	0	5	1	18000	13
1	982	68	1	0	1	0	5	1	132400	17
1	6365	39	1	0	2	0	5	1	213981	17
1	2648	83	1	0	2	0	5	1	565778	17
1	7653	56	1	0	3	0	5	1	222000	17
1	8567	27	2	0	2	0	5	1	82200	16
1	7758	25	2	0	3	3	5	1	16050	17
1	5116	24	1	0	2	1	5	1	38050	16
1	2154	59	1	0	1	0	5	1	247313	16
1	1406	55	2	5	3	0	5	1	132000	17
1	6593	45	1	0	1	0	5	1	177850	17
1	7805	52	1	0	2	0	5	1	94213	12
1	685	32	1	0	1	0	5	1	145090	17
1	8658	28	1	0	1	1	5	1	90100	99
1	2144	72	1	5	3	0	5	1	71300	14
1	3642	68	1	5	5	0	5	1	28200	14
1	6161	63	2	0	3	0	5	1	52005	12
1	1925	52	2	5	3	0	5	1	26000	12
1	8250	38	1	0	2	0	5	1	117200	12
1	3685	36	1	0	2	0	5	1	89250	16
1	6024	48	1	5	5	1	1	1	34684	11
1	2153	57	1	0	2	0	5	1	137100	12
1	973	93	2	5	2	0	5	1	13420	9
1	702	67	1	5	3	0	5	1	31200	12
1	5385	46	1	0	2	0	5	1	61020	16
1	8618	33	1	0	2	0	5	4	115000	14
1	1174	79	1	5	2	0	5	1	71179	12
1	724	80	2	5	3	0	5	1	23920	12
1	4357	58	1	0	1	0	5	1	86006	12
1	4142	46	1	0	3	0	5	2	83658	12
1	1844	75	2	5	1	0	5	1	42806	15
1	7496	50	1	0	1	0	5	1	130100	14
1	6584	60	1	0	2	0	1	1	16250	14
1	8518	51	2	0	2	0	5	1	9000	14
1	3625	51	1	0	1	0	1	1	85500	16
1	2858	75	1	5	1	0	5	1	13872	7
1	8998	27	2	0	1	2	5	1	65050	16
1	4836	21	1	0	2	0	5	1	33433	12
1	410	71	1	0	3	0	5	1	21144	10
1	8634	38	1	0	2	0	5	1	86342	11
1	3209	38	1	0	3	0	5	1	42576	12
1	8382	37	1	0	1	0	5	1	116100	14
1	8018	33	1	0	1	1	5	1	163016	16
1	5828	62	1	0	2	0	5	1	256850	16
1	6016	30	1	0	2	0	5	1	108000	16
1	7062	66	2	0	3	0	5	2	106865	12
1	4847	45	1	0	4	0	5	2	34000	12
1	6954	50	1	0	3	0	5	1	106500	12
1	115	71	1	5	2	0	5	1	43920	12
1	3029	65	1	5	3	0	5	2	50352	13
1	1449	53	2	0	3	0	5	2	83080	12
1	7937	34	1	0	2	0	1	2	62000	12
1	2879	25	1	5	2	0	5	2	4500	13
1	3308	38	1	0	2	0	5	2	203000	16
1	2841	42	1	0	3	0	5	2	192400	17
1	9073	50	1	0	1	8	8	9	173262	99
1	4389	56	2	0	3	0	5	1	25557	16
1	8236	25	1	0	2	0	5	1	35133	16
1	6975	65	2	5	3	0	5	1	36400	12
1	6000	40	1	0	3	0	1	1	70000	12
1	9066	37	2	0	3	0	5	1	12000	11
1	5831	68	1	5	3	0	5	1	64200	12
1	7647	53	1	0	3	2	5	1	62368	16
1	2699	75	2	0	2	0	5	1	40349	10
1	6485	43	1	0	1	1	1	1	73500	12
1	8475	27	1	0	3	1	1	1	104300	14
1	889	63	1	0	1	0	5	1	156636	16
1	1813	29	1	0	2	0	5	1	115570	16
1	2973	23	2	0	2	2	5	1	63050	16
1	1945	56	1	0	2	0	5	1	53300	10
1	4173	67	1	5	4	0	5	1	36606	10
1	6588	58	1	5	5	0	5	1	123500	12
1	7772	23	1	0	3	2	1	1	36900	14
1	3391	64	2	5	2	0	1	1	13402	8
1	4936	60	1	5	3	0	5	1	22000	11
1	4476	58	1	0	4	0	5	1	64900	11
1	4157	54	1	0	2	0	5	1	12000	12
1	4860	66	1	5	3	0	1	1	37944	9
1	3688	39	2	0	5	0	5	1	70664	14
1	3538	42	1	5	3	0	5	1	16500	12
1	3406	42	2	1	3	0	5	1	8900	14
1	5850	39	1	0	3	0	1	1	60236	13
1	5490	39	2	5	3	0	1	1	6384	12
1	5746	36	1	0	2	0	5	1	70800	12
1	4631	32	1	0	2	0	1	1	83000	11
1	6308	28	1	0	2	1	5	1	30000	10
1	5960	26	1	0	3	0	5	1	91000	14
1	3848	18	2	5	3	2	5	1	0	10
1	3530	58	1	5	4	0	5	1	25693	13
1	7511	36	2	5	4	0	5	1	11546	14
1	3139	47	1	0	2	0	5	1	51056	12
1	5470	49	1	0	3	0	1	1	252550	12
1	8596	31	1	0	1	0	5	1	43000	15
1	7177	39	1	0	2	2	5	1	41000	12
1	1296	66	1	0	2	0	5	1	80500	16
1	802	74	1	5	1	0	5	1	103300	99
1	9015	45	1	0	3	0	5	7	40700	12
1	7652	49	2	0	2	0	5	7	41300	6
1	4809	53	1	0	3	0	5	2	31076	10
1	7625	41	1	0	2	0	5	2	106100	14
1	5095	27	2	0	4	0	5	9	21038	12
1	4759	43	2	5	4	0	5	2	22796	12
1	5136	23	1	0	3	3	8	2	9770	9
1	2683	57	1	5	5	0	5	2	16572	12
1	2632	62	2	0	3	0	5	1	19242	99
1	5429	32	2	5	4	1	5	1	100	99
1	58	53	2	5	4	0	5	1	31200	12
1	3937	51	1	5	3	0	5	1	47050	11
1	7411	30	1	0	2	2	5	1	178050	16
1	9026	57	1	0	2	0	5	4	262200	16
1	2658	61	1	0	3	0	5	1	126425	16
1	4966	34	1	0	1	0	5	1	250000	17
1	1977	66	1	0	2	0	5	1	58450	15
1	3097	30	1	0	3	0	5	1	115000	14
1	2585	67	1	0	1	0	5	1	191200	17
1	3751	36	1	0	2	0	5	1	178100	16
1	6353	49	1	0	1	0	5	9	328700	99
1	4102	29	1	0	2	0	5	9	93050	0
1	2014	69	1	1	1	0	5	1	40572	14
1	4540	92	2	5	4	0	5	1	66912	8
1	2279	69	1	5	3	0	5	1	76120	16
1	8762	36	1	0	3	0	1	1	74400	13
1	2359	31	1	0	1	0	5	1	180500	17
1	2574	28	1	0	2	0	5	1	95002	17
1	4303	59	1	0	2	0	5	1	130400	16
1	2249	54	1	5	4	0	5	1	46815	13
1	7502	42	2	0	2	0	5	1	90333	13
1	7316	55	1	0	3	0	5	1	68300	11
1	8077	49	1	0	3	0	1	1	35125	16
1	4286	29	1	0	1	0	5	1	112200	16
1	4445	26	1	0	2	0	5	1	67000	12
1	6042	59	1	0	2	0	5	1	122016	14
1	933	29	1	0	3	0	5	1	50000	12
1	1225	64	2	1	1	0	5	1	57474	14
1	261	63	1	5	3	0	1	2	5160	12
1	3036	62	1	5	5	0	1	2	21600	12
1	6849	41	1	0	3	0	5	2	80000	12
1	5984	40	2	0	4	0	1	2	41880	16
1	3941	39	2	5	3	0	1	2	0	16
1	5795	35	1	0	3	0	1	2	29000	14
1	258	80	2	5	3	0	5	1	25936	17
1	2272	66	1	0	2	0	5	1	216984	17
1	2446	31	1	0	3	0	5	1	39300	17
1	283	37	1	0	3	0	5	1	139381	17
1	8302	70	1	0	3	0	5	1	42500	12
1	3595	62	1	0	2	0	5	1	70000	14
1	3782	69	1	0	2	0	5	1	93208	16
1	8261	48	1	0	1	0	5	1	92100	12
1	4285	69	2	5	2	0	5	1	38711	12
1	5041	40	1	0	1	0	5	1	111445	14
1	124	64	2	5	4	0	5	2	25224	11
1	909	58	2	5	5	0	5	2	8808	14
1	5108	57	2	0	2	0	5	2	48600	11
1	295	54	2	5	4	0	5	2	31960	10
1	4466	51	1	5	3	1	1	2	14872	13
1	6650	37	2	5	4	0	1	2	26500	14
1	6807	34	2	0	2	0	1	2	35396	13
1	787	34	2	5	4	0	5	2	8796	9
1	1182	31	1	0	3	0	1	2	40470	15
1	4801	31	2	0	1	0	5	2	17400	11
1	7278	42	2	0	3	0	1	2	24000	11
1	3552	25	2	5	2	0	1	2	2000	10
1	4081	23	1	5	2	0	1	2	13050	12
1	6844	21	2	5	3	3	1	2	27000	11
1	4803	41	2	0	4	0	5	2	31125	11
1	2424	34	1	5	3	0	1	2	2000	11
1	5750	33	1	0	1	1	5	2	21280	14
1	7234	37	2	0	3	0	1	1	26949	13
1	3726	36	2	5	4	0	5	2	12177	11
1	6841	46	1	0	3	0	5	2	94306	14
1	6738	23	1	0	1	1	1	2	48700	12
1	7807	27	2	5	4	0	5	2	0	11
1	5643	37	2	0	4	0	1	2	36482	13
1	6535	59	2	0	3	0	5	2	90200	14
1	8047	24	2	5	3	2	1	2	12500	12
1	6984	54	1	5	3	0	1	9	3845	99
1	8400	24	1	0	9	4	1	9	28792	99
1	1846	80	2	5	3	0	5	1	33229	12
1	6328	61	2	0	1	0	1	1	40132	14
1	6405	58	1	0	3	0	5	1	112574	10
1	8186	42	1	0	3	0	1	1	30168	8
1	7666	51	1	0	3	0	5	1	153000	12
1	2415	27	1	0	2	0	5	1	50000	10
1	4657	24	2	0	3	0	5	1	21050	12
1	7031	45	1	0	3	0	5	2	42160	11
1	3740	72	1	5	2	0	5	1	58600	12
1	4362	46	2	0	3	0	5	1	80300	16
1	2747	43	1	0	1	0	5	1	35050	12
1	6855	77	1	5	2	0	5	1	77357	14
1	2076	80	2	5	3	0	5	1	16050	12
1	6902	31	1	0	1	0	1	1	85000	10
1	4661	30	1	0	2	0	1	1	120200	14
1	4912	25	2	0	1	0	5	1	7472	12
1	8027	23	1	0	2	1	5	1	118000	14
1	5660	59	1	0	3	0	5	1	82500	14
1	2630	46	1	0	2	0	5	1	64925	14
1	8094	26	1	5	3	0	5	3	4800	12
1	2927	39	1	0	4	0	5	3	78406	13
1	6817	36	1	0	2	0	5	3	92000	12
1	5142	35	1	0	2	0	1	3	48812	14
1	4823	34	1	5	3	0	5	3	80162	17
1	7593	58	1	0	1	0	5	1	79353	17
1	2138	64	1	0	4	0	1	1	88400	17
1	8817	28	1	0	2	0	5	3	91789	13
1	6384	27	1	0	1	0	5	1	119240	12
1	7570	48	1	0	2	1	1	3	24245	99
1	6996	65	2	5	4	0	5	1	10950	13
1	6310	37	1	0	1	0	1	1	50000	11
1	3002	32	2	0	2	0	5	1	18500	16
1	1973	68	1	0	4	0	5	1	88340	14
1	8932	49	1	0	3	0	5	1	62853	14
1	3677	45	1	0	2	0	5	1	91000	12
1	3974	43	1	0	2	0	5	1	114000	14
1	2842	47	2	0	2	0	5	1	40100	12
1	2637	59	2	5	3	0	1	1	6972	12
1	6218	40	1	0	3	4	5	1	70001	14
1	5338	38	1	0	3	0	5	1	60000	12
1	9003	22	1	0	5	0	5	1	84000	12
1	4507	38	2	5	4	0	1	1	75284	12
1	4065	19	2	0	1	2	1	1	50500	12
1	5674	37	2	0	2	0	5	1	122200	17
1	8513	46	1	5	4	0	5	1	2500	12
1	4215	39	1	0	3	0	5	2	128400	17
1	5392	26	1	0	2	3	5	1	42400	12
1	6635	64	1	0	2	1	5	1	102246	14
1	7119	70	1	0	3	0	5	1	33948	12
1	2444	74	2	5	1	0	5	1	54903	13
1	3491	51	1	0	1	0	1	1	53050	12
1	5295	80	2	5	2	0	5	1	24576	12
1	5655	57	1	0	2	0	5	1	188000	16
1	5941	49	1	0	1	0	5	1	142500	12
1	2212	35	2	0	1	0	5	1	70000	12
1	3793	30	1	0	3	0	5	1	70200	13
1	4943	55	1	0	1	0	5	1	113900	12
1	6410	57	1	0	1	0	5	1	120380	15
1	2081	35	1	0	2	0	5	1	68000	12
1	4614	27	1	0	2	0	5	1	45000	16
1	6125	31	1	0	3	1	5	1	155100	10
1	704	95	2	5	3	3	5	2	13500	14
1	8953	37	2	0	3	0	5	2	80250	17
1	535	68	1	5	5	0	5	2	101076	12
1	3794	60	1	5	3	0	5	2	87200	11
1	2940	71	1	5	3	0	5	5	33375	17
1	2322	66	1	5	2	0	5	1	17868	14
1	8855	38	1	0	1	0	5	1	132010	16
1	4190	26	2	0	1	0	5	1	51040	17
1	3355	44	1	0	2	2	1	1	104500	14
1	3528	69	2	5	3	0	5	1	36353	14
1	8945	47	1	0	1	0	5	1	147700	17
1	4596	45	1	0	2	0	5	1	263010	16
1	1634	73	2	5	4	0	5	2	19440	12
1	4191	56	1	0	4	0	5	2	23960	12
1	7544	55	2	0	4	0	5	2	43834	13
1	7493	52	2	0	2	0	5	2	50000	12
1	1532	48	2	0	2	0	5	2	87050	14
1	1666	33	1	5	1	0	1	2	23050	17
1	5868	28	1	0	4	0	5	2	22000	12
1	4183	25	1	5	3	0	5	2	15012	13
1	3906	18	2	5	4	4	5	2	11880	12
1	4554	29	2	0	3	0	5	2	16000	12
1	4555	37	1	0	3	0	5	2	70000	14
1	5370	23	2	0	4	4	1	2	4396	11
1	7383	34	1	0	3	0	1	2	75200	11
1	4284	72	1	5	4	0	5	1	91720	14
1	8005	49	2	5	3	0	5	1	201100	16
1	3058	46	1	0	2	0	5	1	174116	12
1	8942	48	1	0	3	0	5	1	133600	14
1	1937	62	2	5	3	0	1	1	1280	17
1	7017	66	2	0	3	1	5	1	38250	12
1	2046	71	1	0	2	0	5	1	92078	16
1	741	39	1	5	2	0	5	1	160100	14
1	2230	86	1	5	5	0	5	1	12388	12
1	546	63	1	5	1	0	5	1	43700	14
1	4752	62	1	5	2	0	5	1	92556	12
1	822	53	1	0	2	0	5	1	152300	12
1	6455	34	1	0	3	0	5	1	38858	13
1	3336	30	1	5	5	0	5	1	5856	12
1	6712	38	1	0	2	0	5	1	89100	14
1	739	65	1	0	1	0	5	1	101200	17
1	1488	56	1	0	3	0	5	1	81052	17
1	3934	38	2	0	3	0	1	1	50050	17
1	4114	34	1	0	2	0	5	1	175000	17
1	3071	22	2	5	2	0	5	1	44000	12
1	1783	64	1	5	1	0	5	1	95150	16
1	2513	33	1	0	1	0	5	1	64029	15
1	4731	40	1	0	2	0	1	7	85200	17
1	2270	28	1	0	2	1	1	1	24106	17
1	2410	32	1	0	2	3	1	1	64903	12
1	8858	67	1	0	3	0	5	1	88988	15
1	1728	67	2	0	1	0	5	1	96557	14
1	2448	46	1	0	1	0	5	1	230200	16
1	3435	44	1	0	1	0	5	1	307500	14
1	1640	86	1	5	4	0	5	1	43000	17
1	4630	45	2	0	2	0	5	1	79738	16
1	8750	22	1	0	3	2	1	1	20034	11
1	8367	54	1	0	1	0	1	1	52220	12
1	3234	57	1	0	3	0	1	1	22480	15
1	3982	49	2	0	1	0	5	1	65760	16
1	4502	63	1	0	4	0	5	1	92536	11
1	5943	41	1	0	1	0	5	1	169000	16
1	8538	48	1	0	2	0	5	1	149000	16
1	9048	57	1	0	3	0	5	2	62000	16
1	4524	40	2	0	3	0	1	2	37525	14
1	2389	68	1	0	3	0	5	1	64420	12
1	4679	40	1	0	2	0	5	1	92007	12
1	3605	73	1	5	3	0	5	1	102000	16
1	8504	46	1	0	2	0	5	1	127000	15
1	2762	38	1	0	1	0	5	1	78000	16
1	1775	64	2	5	3	0	5	1	95332	17
1	5931	62	2	0	2	0	5	7	193280	16
1	2566	60	2	0	2	0	1	1	52612	16
1	1318	57	1	5	3	0	5	1	61200	17
1	7011	43	2	0	2	0	5	1	175520	16
1	7463	41	1	0	2	0	5	1	400000	17
1	4013	20	1	0	3	2	5	1	9178	13
1	351	65	1	0	3	0	5	1	72713	17
1	74	67	2	5	4	0	5	1	8702	8
1	167	62	1	5	5	0	5	1	725	12
1	54	66	1	5	5	0	5	1	8286	13
1	2123	87	2	0	5	0	5	1	8916	13
1	2544	59	1	0	2	0	5	1	77108	11
1	2809	54	1	0	3	0	5	1	28776	12
1	2353	28	1	0	4	0	1	1	43000	16
1	2712	23	2	0	1	0	5	1	32000	14
1	6812	35	1	0	2	0	5	3	38005	12
1	7667	28	1	0	3	3	5	1	63260	14
1	4696	88	1	5	2	0	5	1	125802	17
1	5231	41	1	0	2	0	5	1	40000	17
1	4963	58	1	0	1	0	1	1	114103	12
1	7105	41	1	0	2	0	5	1	113020	16
1	50	87	1	5	1	0	5	1	33840	12
1	7003	35	2	0	3	0	5	1	35024	16
1	8874	38	2	0	1	0	5	1	33400	14
1	6296	66	1	5	2	0	5	1	103042	17
1	8941	38	1	0	3	0	5	1	64900	12
1	856	88	1	5	3	0	5	1	50082	12
1	1133	63	2	0	3	0	5	1	67242	14
1	1913	60	1	1	3	0	5	1	157800	13
1	8091	38	1	0	2	0	5	1	172500	14
1	5751	36	1	0	2	0	5	1	98020	13
1	8970	32	1	0	3	0	5	1	195620	11
1	9047	23	1	0	2	0	1	1	93136	12
1	3892	40	1	0	1	0	5	1	82100	12
1	1177	64	2	5	1	0	5	1	200484	17
1	8402	33	1	0	3	0	5	1	82191	17
1	2036	28	1	0	3	2	5	1	105300	13
1	1466	81	1	5	5	0	5	1	67334	11
1	428	56	2	5	2	0	5	1	17642	11
1	2537	50	1	0	3	0	1	1	13000	12
1	3943	42	1	0	2	0	5	1	60991	9
1	482	62	1	5	3	0	5	1	29061	15
1	3438	85	1	5	1	0	5	1	38668	17
1	4547	51	1	5	1	0	5	1	120010	16
1	6133	21	1	0	3	1	5	1	88812	12
1	2604	86	1	5	1	0	5	1	40500	17
1	7568	58	1	5	1	0	5	1	132833	17
1	4648	38	2	0	2	0	1	1	18700	12
1	3608	22	1	0	2	0	5	1	20800	15
1	2548	79	1	5	4	0	5	1	67455	17
1	5326	51	1	0	2	0	1	1	60000	17
1	840	60	1	0	2	0	5	1	75420	12
1	2156	59	1	0	3	0	5	1	118004	12
1	9074	35	1	0	1	0	8	9	88660	99
1	4684	34	1	0	3	0	5	1	114000	12
1	8831	31	1	1	2	0	5	1	115000	12
1	7842	30	2	0	1	0	5	1	56000	15
1	4113	63	1	0	4	0	5	1	55914	12
1	4889	62	1	0	2	0	5	1	342200	16
1	8026	61	1	0	2	0	5	1	79692	12
1	265	58	1	0	3	0	1	1	33050	12
1	5257	39	2	0	4	0	5	1	43600	16
1	5365	35	1	5	2	0	5	1	2000	12
1	7245	35	1	0	3	0	5	1	83720	17
1	5303	33	2	0	3	0	5	1	57005	16
1	2274	57	1	0	3	0	5	1	103100	12
1	5355	32	1	0	5	0	5	1	79855	14
1	8515	27	1	0	3	0	5	1	94050	14
1	7336	35	1	0	2	0	5	1	161194	16
1	8692	29	1	0	1	1	1	1	94920	17
1	4797	27	1	0	1	1	5	1	38220	13
1	519	73	1	5	3	2	5	1	108405	12
1	4820	48	1	0	2	0	5	1	100000	12
1	3583	32	1	0	2	0	5	1	69902	14
1	6470	43	1	0	1	0	1	1	154000	14
1	7878	44	1	0	1	0	5	1	57200	12
1	5044	73	1	0	2	0	5	1	104900	16
1	3802	55	1	0	4	4	1	1	91642	12
1	2217	33	1	0	2	3	5	1	70400	12
1	3968	30	1	0	2	0	1	1	100004	14
1	4632	76	2	5	2	0	5	1	40362	12
1	6923	53	1	0	2	0	5	1	66885	12
1	4046	49	1	0	3	0	1	1	144500	16
1	5241	25	2	0	2	0	5	1	40050	15
1	4262	61	1	5	2	0	5	1	72483	12
1	4513	51	2	0	2	0	5	1	51000	14
1	2808	35	1	0	2	0	1	1	56100	14
1	4344	67	1	0	3	0	5	1	426200	16
1	866	65	1	5	2	0	5	1	81100	17
1	4269	31	2	0	2	0	5	1	70050	16
1	1502	69	1	5	4	0	5	1	42933	13
1	3699	55	2	5	5	0	1	1	14000	11
1	4741	34	2	0	3	0	5	1	33800	17
1	6819	37	1	0	2	0	5	1	79270	12
1	3966	51	1	0	2	0	1	1	35000	13
1	2756	43	2	0	1	0	5	1	28054	16
1	3337	79	2	5	2	0	5	1	32800	16
1	5362	79	2	5	3	0	5	1	17994	9
1	8426	24	1	0	1	1	1	1	60000	12
1	5814	51	1	0	2	0	5	1	72000	14
1	7033	52	1	5	1	0	5	1	153300	17
1	2817	80	1	5	5	0	5	1	42496	16
1	4297	65	2	5	2	0	5	1	29001	13
1	7377	42	1	0	2	0	5	1	148228	12
1	8651	63	2	0	4	0	1	1	85048	16
1	8785	61	1	5	3	0	5	1	44160	10
1	8511	37	1	0	1	1	5	1	150100	12
1	916	78	1	5	5	0	5	1	63220	17
1	7000	48	2	0	5	0	5	1	33502	12
1	7371	24	1	0	2	1	1	1	28000	12
1	7283	22	2	0	4	4	5	1	62000	12
1	3295	41	1	0	1	0	5	1	101100	14
1	1696	63	1	0	2	0	5	2	61994	12
1	8403	41	2	0	2	0	5	2	41000	16
1	8878	39	2	0	2	0	5	2	72500	15
1	3290	32	1	0	2	1	1	2	10400	12
1	3006	53	1	0	3	0	5	2	95815	11
1	4700	63	2	5	1	0	5	2	22530	12
1	6604	62	1	0	1	0	5	2	69000	12
1	1372	57	2	5	3	0	5	2	28416	12
1	1074	55	1	0	1	1	5	2	12244	12
1	4397	54	1	5	5	0	5	2	14192	12
1	1919	53	1	0	3	2	5	2	123500	12
1	6924	38	1	0	2	0	1	2	29120	12
1	2499	35	1	0	3	0	5	2	51067	13
1	1910	34	2	0	2	0	5	2	62600	11
1	2010	33	1	0	2	0	5	2	22000	12
1	7927	29	1	0	3	1	1	2	48400	12
1	5274	28	1	0	2	0	1	2	16700	13
1	1054	28	1	0	3	0	1	2	44000	12
1	4865	29	2	0	2	0	5	2	13000	12
1	5402	42	1	0	4	0	5	2	154000	12
1	5879	32	1	0	2	0	1	2	50000	12
1	7281	52	1	0	1	0	1	2	50000	99
1	6747	29	2	0	3	0	5	1	54643	12
1	3919	65	1	0	2	0	1	1	42616	16
1	3173	41	1	0	2	0	5	1	361781	16
1	5173	77	1	5	2	0	5	1	94212	16
1	862	80	2	5	2	0	5	1	40198	12
1	3508	59	1	0	2	0	5	1	55000	16
1	5094	32	1	0	1	4	5	1	365090	17
1	5071	31	2	0	1	0	5	1	21460	17
1	498	58	1	0	2	0	5	1	141353	15
1	6919	33	1	0	5	0	5	1	70100	12
1	1397	45	1	0	1	1	5	1	224392	17
1	1890	61	1	5	2	0	5	1	47700	13
1	2715	53	1	0	2	0	5	1	85000	12
1	5230	40	1	0	2	0	1	1	55645	12
1	6963	36	2	5	4	0	1	1	602	14
1	6447	34	1	0	2	0	5	1	96900	15
1	3248	34	1	0	3	0	1	1	153375	14
1	7169	33	1	0	2	0	1	1	20530	12
1	3838	29	1	0	1	0	5	1	68500	13
1	4388	25	1	5	3	0	1	1	42000	14
1	4491	25	1	0	2	0	5	1	38647	17
1	4305	20	1	0	2	0	1	1	20300	13
1	3386	60	1	5	3	0	5	1	107000	14
1	4714	62	1	5	3	0	5	1	71204	14
1	6878	42	1	0	1	2	5	1	48060	12
1	6360	41	1	0	4	0	5	1	82000	17
1	3055	34	1	0	2	0	1	1	57787	11
1	6461	32	1	0	1	1	5	1	26000	12
1	7929	34	1	0	3	0	1	1	13308	13
1	5529	42	1	0	1	0	1	1	63000	12
1	5968	24	1	0	2	2	1	1	40000	15
1	2689	39	1	0	1	4	5	1	38277	17
1	5830	19	1	0	1	1	5	1	12000	13
1	3217	34	1	0	1	3	1	2	140100	12
1	1705	66	1	0	2	0	5	1	106850	16
1	5150	61	2	5	3	0	5	1	43155	15
1	3258	38	2	0	3	0	1	1	13000	14
1	3680	52	1	0	2	0	5	1	74262	14
1	4287	40	1	0	2	0	5	1	200100	16
1	1286	32	1	0	1	0	1	1	167510	17
1	1476	31	1	0	2	0	5	4	159000	17
1	5500	66	1	0	3	0	5	1	64600	14
1	2109	57	1	0	2	0	5	1	64600	11
1	6059	71	1	5	5	0	5	1	33760	11
1	5100	43	1	0	4	0	5	1	56752	14
1	5415	24	1	5	4	5	1	1	1365	6
1	2039	67	1	5	3	0	5	1	18994	12
1	102	45	1	0	1	0	5	1	200000	16
1	2753	67	1	0	4	0	1	2	49038	9
1	3807	23	2	0	1	0	5	2	15700	13
1	4453	36	1	0	2	1	5	2	88000	12
1	8797	24	2	0	2	0	5	2	17250	13
1	4095	28	1	5	1	0	1	2	34545	12
1	3099	51	1	5	3	3	1	2	28000	10
1	2732	80	1	5	3	0	5	1	16807	17
1	3106	56	1	0	3	0	5	1	76000	17
1	3201	52	2	0	3	0	5	1	112264	17
1	5105	21	2	0	3	4	5	1	97000	16
1	4181	51	1	0	2	0	5	1	146232	17
1	6722	69	2	9	3	0	5	2	33600	12
1	7244	45	2	5	2	0	5	2	19440	14
1	7965	20	1	5	2	2	1	2	500	12
1	6155	49	1	0	2	0	1	2	74170	14
1	459	55	1	0	2	0	5	1	317400	17
1	4106	32	1	0	1	0	1	1	106000	14
1	915	27	2	0	2	0	5	1	43010	16
1	581	66	1	0	2	0	5	1	98736	17
1	972	84	1	0	3	0	5	7	63100	14
1	815	35	1	0	1	0	5	1	28606	17
1	408	90	2	5	2	0	5	2	22800	12
1	2867	47	1	5	2	0	5	2	33778	13
1	1726	73	1	5	2	0	5	1	145062	16
1	4688	41	1	0	2	0	5	1	125520	17
1	3935	58	2	5	4	0	5	2	8652	0
1	2644	42	2	0	2	0	5	2	65000	17
1	4126	38	1	5	4	0	5	2	0	12
1	8698	32	1	0	2	0	5	2	8500	9
1	3100	35	2	0	3	0	5	2	97000	16
1	1517	63	1	0	2	0	5	2	75200	14
1	513	65	1	5	5	0	5	1	42000	12
1	7535	64	1	1	1	0	5	2	27580	10
1	2871	62	2	0	4	0	5	2	45000	15
1	2483	36	1	5	3	0	1	2	30000	12
1	425	82	1	5	2	0	5	2	46200	10
1	3137	29	1	0	2	0	5	1	60000	9
1	6834	61	1	1	5	0	5	1	1000	12
1	8231	42	1	0	2	0	5	1	142200	16
1	3063	45	2	0	3	0	5	1	105000	12
1	8494	66	1	5	1	0	5	1	151000	17
1	3900	56	1	0	2	0	5	1	271010	17
1	3245	27	1	0	2	3	5	1	70800	14
1	4197	69	2	5	3	0	5	1	98520	17
1	1438	66	2	0	2	0	1	1	84380	15
1	620	31	1	0	1	0	5	1	30000	13
1	3061	24	1	0	2	0	5	1	47500	13
1	1930	46	1	5	2	2	1	1	34700	11
1	2545	21	1	0	2	3	1	1	35200	12
1	1917	81	1	5	3	0	5	1	22452	14
1	4638	46	1	0	3	0	1	1	126240	9
1	448	27	2	0	2	0	5	1	43481	13
1	8535	58	1	0	2	0	5	1	79296	13
