Zip	State	County	City	ZrentValue
97111	OR	Yamhill	Carlton	1540
22539	VA	Northumberland	Reedville	1562
62018	IL	Madison	Rosewood Heights	746
62264	IL	Saint Clair	New Athens	913
15148	PA	Allegheny	Wilmerding	787
1541	MA	Worcester	Princeton	2044
44846	OH	Erie	Milan	1197
80440	CO	Park	Fairplay	1545
16049	PA	Clarion	Perry Township	934
21850	MD	Wicomico	Pittsville	1155
75414	TX	Grayson	Bells	1138
43824	OH	Coshocton	Fresno	992
75416	TX	Lamar	Blossom	1118
56096	MN	Le Sueur	Waterville	1342
7931	NJ	Somerset	Far Hills	4767
46065	IN	Clinton	Rossville	1144
12520	NY	Orange	Cornwall on Hudson	2168
6069	CT	Litchfield	Sharon	2238
46349	IN	Newton	Lake Village	1177
37134	TN	Humphreys	New Johnsonville	886
46573	IN	Elkhart	Wakarusa	1275
54810	WI	Polk	Balsam Lake	1153
48637	MI	Saginaw	Merrill	875
59716	MT	Gallatin	Gallatin Gateway	1552
17563	PA	Lancaster	Fulton	1109
78941	TX	Fayette	Flatonia	1306
54767	WI	Pierce	Spring Valley	1146
76664	TX	McLennan	Mart	909
44445	OH	Columbiana	New Waterford	992
5033	VT	Orange	Town of Bradford	1440
29432	SC	Orangeburg	Branchville	948
41092	KY	Boone	Verona	1275
26570	WV	Marion	Fairview	1083
29450	SC	Berkeley	Huger	1493
45390	OH	Darke	Union City	807
52033	IA	Dubuque	Cascade	1087
29125	SC	Clarendon	Pinewood	825
30538	GA	Stephens	Eastanollee	1017
96114	CA	Lassen	Janesville	1435
13167	NY	Oswego	West Monroe	1410
56358	MN	Kanabec	Ogilvie	1282
44626	OH	Stark	East Sparta	832
64070	MO	Jackson	Lone Jack	1392
33827	FL	Polk	Babson Park	1143
55768	MN	Saint Louis	Mountain Iron	826
27283	NC	Guilford	Julian	956
49435	MI	Ottawa	Marne	1435
55020	MN	Scott	Elko New Market	1948
53956	WI	Dodge	Randolph	1055
65231	MO	Callaway	Auxvasse	966
54738	WI	Eau Claire	Eleva	1311
74455	OK	Muskogee	Porum	717
66542	KS	Shawnee	Tecumseh	1312
15926	PA	Somerset	Central City	759
30259	GA	Coweta	Moreland	1317
53004	WI	Ozaukee	Town of Belgium	1322
30567	GA	Jackson	Pendergrass	1393
37219	TN	Davidson	Nashville	1723
18372	PA	Monroe	Pocono Township	1397
7064	NJ	Middlesex	Woodbridge Township	2066
30624	GA	Elbert	Bowman	959
45314	OH	Greene	Cedarville	1283
28454	NC	Onslow	Maple Hill	847
18076	PA	Montgomery	Red Hill	1445
17045	PA	Perry	Liverpool Township	1168
26038	WV	Marshall	Glen Dale	1112
27839	NC	Halifax	Halifax	783
98340	WA	Kitsap	Hansville	1902
84754	UT	Sevier	Monroe	1099
43917	OH	Jefferson	Dillonvale	708
95485	CA	Lake	Upper Lake	1342
49246	MI	Jackson	Horton	1206
28525	NC	Lenoir	Deep Run	836
46071	IN	Boone	Thorntown	1204
61273	IL	Henry	Orion	1244
32564	FL	Okaloosa	Holt	1025
51109	IA	Woodbury	Sioux City	907
56175	MN	Lyon	Tracy	1114
3608	NH	Cheshire	Walpole	1586
49655	MI	Osceola	Le Roy	849
55723	MN	Saint Louis	Cook	1019
45883	OH	Mercer	Saint Henry	1250
86017	AZ	Coconino	Munds Park	1737
32346	FL	Wakulla	Panacea	1440
6280	CT	Windham	Windham	1479
89085	NV	Clark	North Las Vegas	1540
13730	NY	Chenango	Town of Afton	1248
44643	OH	Stark	Magnolia	1005
61536	IL	Peoria	Hanna City	1171
32767	FL	Lake	Paisley	1168
65063	MO	Callaway	New Bloomfield	1068
3278	NH	Merrimack	Warner	1540
50622	IA	Bremer	Denver	1168
70079	LA	Saint Charles	Norco	1264
46216	IN	Marion	Lawrence	1242
79329	TX	Lubbock	Idalou	1138
37356	TN	Marion	Monteagle	1215
46553	IN	Elkhart	New Paris	1257
1223	MA	Berkshire	Becket	1957
98857	WA	Grant	Warden	944
17859	PA	Columbia	Orange Township	1152
98601	WA	Clark	Amboy	1871
4048	ME	York	Limerick	1309
4008	ME	Sagadahoc	Bowdoinham	1296
44428	OH	Trumbull	Kinsman	834
77702	TX	Jefferson	Beaumont	1068
15774	PA	Indiana	Armstrong Township	1124
18614	PA	Sullivan	Cherry Township	1102
28669	NC	Wilkes	Roaring River	954
45629	OH	Scioto	Franklin Furnace	998
49650	MI	Benzie	Lake Ann	1251
7838	NJ	Warren	Liberty Township	1766
39653	MS	Amite	Liberty	880
50583	IA	Sac	Sac City	848
34737	FL	Lake	Howey in the Hills	1456
47229	IN	Jackson	Crothersville	854
85736	AZ	Pima	Three Points	1043
17744	PA	Lycoming	Woodward Township	988
2464	MA	Middlesex	Newton	2596
17771	PA	Lycoming	Lewis Township	1055
49072	MI	Saint Joseph	Mendon	970
38066	TN	Fayette	Rossville	1298
16406	PA	Crawford	Conneautville	999
78832	TX	Kinney	Brackettville	1010
42050	KY	Fulton	Hickman	788
95916	CA	Butte	Berry Creek	1134
23086	VA	King William	King William	1239
45652	OH	Scioto	McDermott	950
55934	MN	Olmsted	Eyota	1452
28137	NC	Stanly	Richfield	1077
35621	AL	Morgan	Eva	802
28071	NC	Rowan	Gold Hill	1102
96760	HI	Hawaii	Keaau	1516
59079	MT	Yellowstone	Shepherd	1366
44253	OH	Medina	Litchfield	1447
70067	LA	Jefferson	Jean Lafitte	1283
50212	IA	Boone	Ogden	1039
74733	OK	Bryan	Colbert	886
56220	MN	Yellow Medicine	Canby	1139
30555	GA	Fannin	McCaysville	1105
17049	PA	Juniata	Fayette Township	1137
74849	OK	Seminole	Konawa	746
5464	VT	Lamoille	Town of Cambridge	1516
78659	TX	Bastrop	Paige	1331
56554	MN	Becker	Lake Park	1397
14111	NY	Erie	Town of North Collins	1229
46536	IN	Saint Joseph	Lakeville	864
20688	MD	Calvert	Solomons	1732
20623	MD	Prince Georges	Cheltenham	2285
72443	AR	Greene	Marmaduke	785
30750	GA	Walker	Lookout Mountain	1331
50450	IA	Winnebago	Lake Mills	890
72331	AR	Crittenden	Earle	812
75681	TX	Rusk	Mount Enterprise	1139
52214	IA	Linn	Central City	1124
54005	WI	Polk	Clear Lake	1108
61559	IL	Peoria	Princeville	1205
30734	GA	Gordon	Ranger	1059
12567	NY	Dutchess	Town of Pine Plains	1817
55307	MN	Sibley	Arlington	1201
54889	WI	Barron	Turtle Lake	1079
17529	PA	Lancaster	Leacock Township	1218
28626	NC	Ashe	Fleetwood	1195
52340	IA	Johnson	Tiffin	1436
64098	MO	Platte	Weston	1349
3574	NH	Grafton	Bethlehem	1296
6232	CT	Tolland	Andover	1851
3855	NH	Strafford	New Durham	1694
62884	IL	Franklin	Sesser	856
72519	AR	Izard	Calico Rock	867
21562	MD	Allegany	Westernport	1250
52338	IA	Johnson	Swisher	1542
99148	WA	Stevens	Loon Lake	1399
22737	VA	Culpeper	Rixeyville	1544
29107	SC	Orangeburg	Neeses	888
89049	NV	Nye	Tonopah	1041
7088	NJ	Union	Union	1844
17532	PA	Lancaster	Martic	1206
3226	NH	Belknap	Center Harbor	1700
10958	NY	Orange	Wawayanda	1886
46030	IN	Hamilton	Arcadia	1168
54950	WI	Waupaca	Marion	940
68059	NE	Sarpy	Springfield	1608
14543	NY	Monroe	Rush	1644
19507	PA	Berks	Bethel	1193
43107	OH	Fairfield	Bremen	947
60940	IL	Kankakee	Grant Park	1182
46504	IN	Marshall	Bourbon	950
2715	MA	Bristol	Dighton	1868
24556	VA	Bedford	Goode	1429
21028	MD	Harford	Churchville	1867
44451	OH	Mahoning	North Jackson	1089
13354	NY	Oneida	Trenton	1340
20777	MD	Howard	Highland	3054
97067	OR	Clackamas	Welches	1582
73449	OK	Bryan	Mead	1009
20135	VA	Clarke	Bluemont	1941
70357	LA	Lafourche	Golden Meadow	1072
97456	OR	Benton	Monroe	1540
97327	OR	Linn	Brownsville	1236
50841	IA	Adams	Corning	794
43570	OH	Williams	West Unity	925
23149	VA	Middlesex	Saluda	1249
27831	NC	Northampton	Garysburg	745
56024	MN	Blue Earth	Eagle Lake	1400
79311	TX	Hale	Abernathy	938
18942	PA	Bucks	Tinicum Township	1919
76462	TX	Hood	Lipan	1427
44085	OH	Ashtabula	Roaming Shores	1067
97465	OR	Curry	Port Orford	1212
98548	WA	Mason	Hoodsport	1124
17572	PA	Lancaster	East Lampeter Township	1148
23146	VA	Hanover	Rockville	1620
43469	OH	Sandusky	Woodville	1117
6455	CT	Middlesex	Middlefield	1605
55943	MN	Houston	Houston	1231
16404	PA	Crawford	Athens Township	1002
20763	MD	Howard	Savage	2087
29075	SC	Newberry	Little Mountain	1232
12514	NY	Dutchess	Stanford	1954
52327	IA	Washington	Riverside	1343
72513	AR	Sharp	Ash Flat	806
61238	IL	Henry	Cambridge	1099
56542	MN	Polk	Fosston	1071
48615	MI	Gratiot	Breckenridge	837
72121	AR	White	Pangburn	848
4562	ME	Sagadahoc	Phippsburg	1698
65550	MO	Phelps	Newburg	661
14807	NY	Steuben	Dansville	1197
14770	NY	Cattaraugus	Town of Portville	1223
29487	SC	Charleston	Wadmalaw Island	1874
77534	TX	Brazoria	Danbury	1519
3814	NH	Carroll	Ossipee	1225
53811	WI	Grant	Hazel Green	1139
13607	NY	Jefferson	Alexandria	1153
24133	VA	Patrick	Patrick Springs	959
20776	MD	Anne Arundel	Harwood	2319
30205	GA	Fayette	Brooks	1906
52253	IA	Linn	Lisbon	1170
55960	MN	Olmsted	Oronoco	1717
37180	TN	Bedford	Unionville	1173
46938	IN	Grant	Jonesboro	774
62257	IL	Saint Clair	Marissa	795
95663	CA	Placer	Penryn	2209
54440	WI	Marathon	Hatley	1127
73541	OK	Comanche	Fletcher	726
44275	OH	Medina	Spencer	1332
67003	KS	Harper	Anthony	675
46732	IN	Noble	Cromwell	991
61517	IL	Peoria	Brimfield	1395
22734	VA	Fauquier	Remington	1428
50144	IA	Decatur	Leon	924
96035	CA	Tehama	Gerber	946
50849	IA	Adair	Greenfield	938
6089	CT	Hartford	Simsbury	1843
45742	OH	Washington	Little Hocking	1137
52162	IA	Allamakee	Postville	783
43945	OH	Columbiana	Salineville	757
38862	MS	Lee	Plantersville	911
50423	IA	Hancock	Britt	789
94038	CA	San Mateo	Moss Beach	4059
72016	AR	Pulaski	Roland	987
1922	MA	Essex	Newbury	2516
30293	GA	Meriwether	Woodbury	987
98935	WA	Yakima	Mabton	1004
12196	NY	Rensselaer	West Sand Lake	1514
67135	KS	Harvey	Sedgwick	1066
88337	NM	Otero	La Luz	1066
71469	LA	Natchitoches	Provencal	1130
24053	VA	Patrick	Ararat	993
3269	NH	Belknap	Sanbornton	1386
76648	TX	Hill	Hubbard	1068
21813	MD	Worcester	Bishopville	1479
41168	KY	Boyd	Rush	910
52228	IA	Linn	Fairfax	1375
85173	AZ	Pinal	Superior	878
22567	VA	Orange	Unionville	1171
72153	AR	Van Buren	Shirley	829
93527	CA	Kern	Inyokern	1188
1503	MA	Worcester	Berlin	2211
62288	IL	Randolph	Steeleville	1075
14025	NY	Erie	Boston	1482
27356	NC	Montgomery	Star	892
18332	PA	Monroe	Henryville	1285
67039	KS	Butler	Douglass	817
48811	MI	Montcalm	Carson City	842
73082	OK	Grady	Rush Springs	857
30663	GA	Morgan	Rutledge	1312
61540	IL	Marshall	Lacon	1050
65770	MO	Greene	Walnut Grove	804
12979	NY	Clinton	Rouses Point	1501
67333	KS	Montgomery	Caney	650
31002	GA	Emanuel	Adrian	897
39364	MS	Lauderdale	Toomsuba	1031
49233	MI	Lenawee	Cement City	1085
14865	NY	Schuyler	Montour Falls	1307
28033	NC	Lincoln	Crouse	937
56465	MN	Crow Wing	Merrifield	1278
98244	WA	Whatcom	Deming	1351
44688	OH	Stark	Waynesburg	760
79504	TX	Callahan	Baird	1158
30170	GA	Carroll	Roopville	944
92285	CA	San Bernardino	Landers	771
52401	IA	Linn	Cedar Rapids	824
83641	ID	Canyon	Melba	1104
45053	OH	Butler	Okeana	1830
29809	SC	Aiken	New Ellenton	737
79079	TX	Wheeler	Shamrock	1137
85543	AZ	Graham	Pima	1106
61053	IL	Carroll	Mount Carroll	1083
72718	AR	Benton	Cave Springs	1455
83313	ID	Blaine	Bellevue	1361
95372	CA	Tuolumne	Soulsbyville	1405
72847	AR	Pope	London	861
61537	IL	Marshall	Henry	1018
72512	AR	Izard	Horseshoe Bend	737
12531	NY	Dutchess	Town of Pawling	1962
3827	NH	Rockingham	East Kingston	2190
72722	AR	Benton	Decatur	900
38233	TN	Gibson	Kenton	785
68069	NE	Douglas	Waterloo	1534
14817	NY	Tompkins	Caroline	1403
84312	UT	Box Elder	Garland	1103
55322	MN	Carver	Cologne	1724
49284	MI	Jackson	Springport	934
10968	NY	Rockland	Orangetown	2810
18837	PA	Bradford	Orwell Township	1117
49237	MI	Jackson	Concord	901
50171	IA	Poweshiek	Montezuma	1053
13691	NY	Jefferson	Town of Theresa	1249
14521	NY	Seneca	Town of Ovid	1256
55790	MN	Saint Louis	Tower	1228
47359	IN	Blackford	Montpelier	756
2110	MA	Suffolk	Boston	3287
38229	TN	Weakley	Gleason	842
32009	FL	Nassau	Bryceville	1315
44822	OH	Richland	Butler	844
35973	AL	Cherokee	Gaylesville	960
29129	SC	Aiken	Ridge Spring	816
5655	VT	Lamoille	Town of Hyde Park	1503
22728	VA	Fauquier	Midland	1751
98610	WA	Skamania	Carson	1374
4351	ME	Kennebec	Manchester	1261
55395	MN	McLeod	Winsted	1232
75423	TX	Hunt	Celeste	899
16666	PA	Clearfield	Decatur	927
66536	KS	Pottawatomie	Saint Marys	1191
12138	NY	Rensselaer	Petersburg	1099
66409	KS	Shawnee	Berryton	1428
27939	NC	Currituck	Grandy	1199
30105	GA	Floyd	Armuchee	1102
10548	NY	Westchester	Cortlandt Manor	2460
12068	NY	Montgomery	Mohawk	1436
43416	OH	Ottawa	Elmore	1125
80482	CO	Grand	Winter Park	1770
65081	MO	Moniteau	Tipton	899
44264	OH	Summit	Cuyahoga Falls	1676
49229	MI	Lenawee	Raisin Township	1065
61753	IL	McLean	Lexington	1212
20733	MD	Anne Arundel	Churchton	1835
72135	AR	Pulaski	Roland	1181
46044	IN	Madison	Frankton	787
3582	NH	Coos	Groveton	1052
43314	OH	Marion	Caledonia	977
34705	FL	Lake	Astatula	1334
72959	AR	Washington	Winslow	1057
18322	PA	Monroe	Brodheadsville	1295
73141	OK	Oklahoma	Midwest City	793
15545	PA	Bedford	Londonderry Township	956
53139	WI	Racine	Eagle Lake	1257
68405	NE	Seward	Milford	1245
35172	AL	Jefferson	Trafford	914
50225	IA	Marion	Pleasantville	1074
37137	TN	Hickman	Nunnelly	955
67056	KS	Harvey	Halstead	956
14755	NY	Cattaraugus	Town of Little Valley	1159
76651	TX	Ellis	Italy	1175
78123	TX	Guadalupe	McQueeney	1843
18038	PA	Northampton	Lehigh Township	1431
95917	CA	Butte	Biggs	1168
5763	VT	Rutland	Pittsford	1553
39854	GA	Quitman	Georgetown	891
59758	MT	Gallatin	West Yellowstone	1678
20664	MD	Charles	Newburg	1734
48427	MI	Sanilac	Deckerville	815
55334	MN	Sibley	Gaylord	1162
45845	OH	Shelby	Fort Loramie	1271
5829	VT	Orleans	Derby	1422
16748	PA	Potter	Sharon Township	951
28523	NC	Craven	Cove City	873
46741	IN	Allen	Grabill	1215
17353	PA	Adams	Franklin Township	1262
77650	TX	Galveston	Port Bolivar	1760
19529	PA	Berks	Albany Township	1496
56063	MN	Blue Earth	Madison Lake	1487
92386	CA	San Bernardino	Big Bear City	955
64644	MO	Caldwell	Hamilton	772
1083	MA	Worcester	Town of Warren	1444
66402	KS	Shawnee	Auburn	1255
84340	UT	Box Elder	Willard	1373
14098	NY	Orleans	Yates	1273
15424	PA	Fayette	Henry Clay Township	877
8045	NJ	Camden	Lawnside	1527
54725	WI	Dunn	Boyceville	1054
21822	MD	Somerset	Eden	1256
8804	NJ	Hunterdon	Bloomsbury	1983
61084	IL	Ogle	Stillman Valley	1359
18445	PA	Wayne	Dreher Township	1233
55353	MN	Stearns	Kimball	1254
7933	NJ	Morris	Long Hill Township	2670
80610	CO	Weld	Ault	1476
12850	NY	Saratoga	Providence	1726
3585	NH	Grafton	Town of Lisbon	1214
49450	MI	Allegan	Pullman	890
45679	OH	Adams	Seaman	873
81154	CO	Rio Grande	South Fork	1292
33921	FL	Lee	Boca Grande	7896
53598	WI	Dane	Town of Windsor	1517
47340	IN	Randolph	Farmland	770
15436	PA	Fayette	Fairchance	962
71268	LA	Jackson	Quitman	1019
16731	PA	McKean	Eldred Township	925
73093	OK	McClain	Goldsby	1159
80644	CO	Weld	Kersey	1430
28435	NC	Pender	Currie	874
29458	SC	Charleston	Mc Clellanville	1629
43348	OH	Logan	Russells Point	829
28618	NC	Watauga	Deep Gap	1231
17853	PA	Snyder	Perry Township	1203
32709	FL	Orange	Christmas	1444
38472	TN	Giles	Lynnville	1068
70778	LA	Ascension	Sorrento	1523
5860	VT	Orleans	Brownington	1383
97041	OR	Hood River	Mount Hood Parkdale	1821
76682	TX	McLennan	Riesel	1162
18325	PA	Monroe	Barrett Township	1313
95328	CA	Stanislaus	Keyes	1248
72102	AR	White	McRae	813
17240	PA	Cumberland	Hopewell Township	1167
31555	GA	Wayne	Odum	1142
49916	MI	Houghton	Portage Township	1023
28133	NC	Anson	Peachland	940
13143	NY	Cayuga	Victory	1196
24216	VA	Wise	Appalachia	865
31805	GA	Chattahoochee	Cusseta	941
23885	VA	Dinwiddie	Sutherland	1186
94037	CA	San Mateo	Montara	4073
13685	NY	Jefferson	Sackets Harbor	1423
16617	PA	Blair	Bellwood	839
77835	TX	Washington	Burton	1362
13612	NY	Jefferson	Black River	1301
60165	IL	Cook	Stone Park	1406
18350	PA	Monroe	Pocono Pines	1589
61748	IL	McLean	Hudson	1340
12543	NY	Orange	Maybrook	1484
13060	NY	Onondaga	Town of Elbridge	1420
13618	NY	Jefferson	Town of Cape Vincent	1307
45882	OH	Mercer	Rockford	907
24431	VA	Augusta	Crimora	1234
43154	OH	Fairfield	Stoutsville	1287
97131	OR	Tillamook	Nehalem	1609
43008	OH	Licking	Buckeye Lake	840
36523	AL	Mobile	Coden	876
55357	MN	Hennepin	Greenfield	1892
30576	GA	Rabun	Tiger	1205
6757	CT	Litchfield	Kent	1838
28670	NC	Wilkes	Ronda	968
53183	WI	Waukesha	Wales	2027
94511	CA	Contra Costa	Bethel Island	2095
93660	CA	Fresno	San Joaquin	1069
31560	GA	Wayne	Screven	1036
27009	NC	Forsyth	Belews Creek	1149
28665	NC	Wilkes	Purlear	1034
36080	AL	Elmore	Titus	977
54732	WI	Chippewa	Cornell	932
95464	CA	Lake	Nice	1096
7723	NJ	Monmouth	Deal	6855
48891	MI	Montcalm	Vestaburg	838
27820	NC	Northampton	Conway	805
3440	NH	Hillsborough	Town of Antrim	1346
17302	PA	York	Airville	1255
97827	OR	Union	Elgin	1217
67013	KS	Sumner	Belle Plaine	816
99587	AK	Anchorage	Anchorage	1709
57071	SD	Brookings	Volga	1203
30303	GA	Fulton	Atlanta	1348
76252	TX	Cooke	Muenster	1350
80643	CO	Weld	Keenesburg	1597
3902	ME	York	York	2073
7435	NJ	Morris	Rockaway Township	2212
54466	WI	Wood	Pittsville	938
68446	NE	Otoe	Syracuse	1150
48449	MI	Genesee	Clayton Township	843
15456	PA	Fayette	North Union Township	876
80117	CO	Elbert	Kiowa	1993
95329	CA	Tuolumne	La Grange	1389
93242	CA	Fresno	Laton	998
8061	NJ	Gloucester	East Greenwich Township	1982
97026	OR	Marion	Gervais	1406
1431	MA	Middlesex	Ashby	2123
48140	MI	Monroe	Ida	1214
5440	VT	Grand Isle	Alburgh	1641
4287	ME	Sagadahoc	Bowdoin	1336
7721	NJ	Monmouth	Cliffwood	1949
62092	IL	Greene	White Hall	914
46051	IN	Madison	Lapel	836
67526	KS	Barton	Ellinwood	719
43521	OH	Fulton	Fayette	931
56373	MN	Morrison	Royalton	1270
12106	NY	Columbia	Town of Kinderhook	1720
30648	GA	Oglethorpe	Lexington	1112
38316	TN	Gibson	Bradford	784
6442	CT	Middlesex	Essex	1656
74454	OK	Wagoner	Porter	1114
63771	MO	Scott	Oran	777
27816	NC	Franklin	Castalia	943
31637	GA	Cook	Lenox	952
21053	MD	Baltimore	Freeland	1958
44656	OH	Tuscarawas	Mineral City	946
8097	NJ	Gloucester	Woodbury Heights	1746
82426	WY	Big Horn	Greybull	872
44882	OH	Crawford	Sycamore	882
6330	CT	New London	Sprague	1437
54629	WI	Buffalo	Fountain City	1123
10998	NY	Orange	Minisink	2037
60520	IL	DeKalb	Hinckley	1349
71071	LA	Webster	Sarepta	883
21651	MD	Kent	Millington	1429
73059	OK	Grady	Minco	859
78609	TX	Llano	Buchanan Dam	1386
92061	CA	San Diego	Pauma Valley	2558
2804	RI	Washington	Ashaway	1465
59868	MT	Missoula	Seeley Lake	1374
62082	IL	Greene	Roodhouse	878
97544	OR	Josephine	Williams	1323
66414	KS	Osage	Carbondale	855
6384	CT	New London	Voluntown	1366
11568	NY	Nassau	Old Westbury	9504
12458	NY	Ulster	Wawarsing	1303
41063	KY	Kenton	Morning View	1213
61529	IL	Peoria	Elmwood	1082
49032	MI	Saint Joseph	Centreville	956
76245	TX	Grayson	Gordonville	943
8063	NJ	Gloucester	National Park	1477
50170	IA	Jasper	Monroe	1020
30625	GA	Morgan	Buckhead	1507
27054	NC	Rowan	Woodleaf	1079
36279	AL	Calhoun	Jacksonville	817
80133	CO	El Paso	Palmer Lake	1528
53929	WI	Juneau	Elroy	908
29530	SC	Florence	Coward	918
47022	IN	Dearborn	Sunman	1210
65679	MO	Taney	Kirbyville	889
85625	AZ	Cochise	Pearce	723
16678	PA	Bedford	Liberty Township	982
47355	IN	Randolph	Lynn	733
55001	MN	Washington	Afton	2392
76638	TX	McLennan	Crawford	1619
3810	NH	Belknap	Alton	1473
8733	NJ	Ocean	Lakehurst	1544
47368	IN	Randolph	Parker City	755
47471	IN	Greene	Worthington	748
43516	OH	Henry	Deshler	886
50109	IA	Polk	Granger	1725
8741	NJ	Ocean	Pine Beach	1855
10974	NY	Rockland	Ramapo	2295
80547	CO	Larimer	Fort Collins	2197
62890	IL	Franklin	Thompsonville	1040
48659	MI	Arenac	Sterling	817
75058	TX	Grayson	Gunter	1418
30473	GA	Montgomery	Uvalda	920
49766	MI	Alpena	Ossineke	846
95311	CA	Mariposa	Coulterville	1341
33493	FL	Palm Beach	South Bay	1532
1096	MA	Hampshire	Williamsburg	1705
29856	SC	Aiken	Windsor	812
1827	MA	Middlesex	Dunstable	2468
30537	GA	Rabun	Sky Valley	1255
19372	PA	Chester	Thorndale	1737
29482	SC	Charleston	Sullivans Island	6879
74131	OK	Creek	Sapulpa	1190
1337	MA	Franklin	Bernardston	1800
67107	KS	McPherson	Moundridge	1109
96731	HI	Honolulu	Kahuku	2126
3907	ME	York	Ogunquit	1729
22967	VA	Nelson	Roseland	1344
28395	NC	Cumberland	Wade	848
18092	PA	Lehigh	Upper Milford Township	1720
12487	NY	Ulster	Ulster	1662
3602	NH	Cheshire	Alstead	1391
19562	PA	Berks	Topton	1201
63347	MO	Lincoln	Foley	1093
54228	WI	Manitowoc	Mishicot	968
40076	KY	Shelby	Waddy	1179
18623	PA	Wyoming	Braintrim Township	1142
62237	IL	Randolph	Coulterville	1025
55384	MN	Hennepin	Spring Park	1596
12547	NY	Ulster	Milton	1752
97449	OR	Coos	Lakeside	1143
35073	AL	Jefferson	Graysville	772
78655	TX	Caldwell	Martindale	1444
54180	WI	Brown	Town of Wrightstown	1158
54169	WI	Calumet	Sherwood	1240
44666	OH	Stark	North Lawrence	1167
73131	OK	Oklahoma	Oklahoma City	1706
1038	MA	Hampshire	Town of Hatfield	1924
85630	AZ	Cochise	Saint David	935
28449	NC	New Hanover	Kure Beach	1735
42776	KY	Hardin	Sonora	927
48818	MI	Montcalm	Crystal	872
21738	MD	Howard	Glenwood	3294
5257	VT	Bennington	Shaftsbury	1554
50237	IA	Polk	Runnells	1540
38477	TN	Giles	Prospect	977
97417	OR	Douglas	Canyonville	846
66535	KS	Pottawatomie	Saint George	1274
99169	WA	Adams	Ritzville	1059
15935	PA	Somerset	Conemaugh Township	794
39766	MS	Lowndes	Steens	1048
1529	MA	Worcester	Millville	1695
17304	PA	Adams	Menallen Township	1266
12789	NY	Sullivan	Woodridge	1244
52211	IA	Poweshiek	Brooklyn	987
49252	MI	Hillsdale	Litchfield	969
35987	AL	Saint Clair	Steele	1001
74330	OK	Mayes	Adair	1038
68372	NE	Lancaster	Hickman	1306
56630	MN	Beltrami	Blackduck	1126
47383	IN	Delaware	Selma	887
49799	MI	Cheboygan	Wolverine	890
97358	OR	Linn	Lyons	1414
55080	MN	Chisago	Stanchfield	1357
41059	KY	Campbell	Melbourne	1164
96103	CA	Plumas	Blairsden-Graeagle	1473
3447	NH	Cheshire	Fitzwilliam	1376
7641	NJ	Bergen	Haworth	3265
30182	GA	Carroll	Mount Zion	941
57030	SD	Minnehaha	Garretson	1287
59834	MT	Missoula	Frenchtown	1470
48069	MI	Oakland	Pleasant Ridge	1931
55769	MN	Itasca	Nashwauk	1149
27890	NC	Halifax	Weldon	751
44677	OH	Wayne	Smithville	1147
47338	IN	Delaware	Eaton	703
97017	OR	Clackamas	Colton	1873
3217	NH	Grafton	Ashland	1222
21539	MD	Allegany	Lonaconing	1170
29009	SC	Kershaw	Bethune	924
50643	IA	Black Hawk	Hudson	1270
5261	VT	Bennington	Pownal	1503
43003	OH	Delaware	Ashley	1241
67637	KS	Ellis	Ellis	981
66539	KS	Shawnee	Silver Lake	1205
46390	IN	La Porte	Wanatah	1175
61250	IL	Whiteside	Erie	1175
61528	IL	Peoria	Edwards	1934
72642	AR	Baxter	Lakeview	1012
13120	NY	Onondaga	Nedrow	1151
67505	KS	Reno	South Hutchinson	763
20662	MD	Charles	Nanjemoy	1664
22841	VA	Rockingham	Mount Crawford	1304
54666	WI	Monroe	Warrens	1004
13646	NY	Saint Lawrence	Town of Hammond	1297
88048	NM	Dona Ana	Mesquite	831
65259	MO	Randolph	Huntsville	835
37306	TN	Franklin	Belvidere	1095
72142	AR	Pulaski	Scott	1050
97042	OR	Clackamas	Mulino	1970
29056	SC	Clarendon	Greeleyville	907
47342	IN	Delaware	Gaston	899
14731	NY	Cattaraugus	Town of Ellicottville	1889
98564	WA	Lewis	Mossyrock	958
21631	MD	Dorchester	East New Market	1443
5262	VT	Bennington	Shaftsbury	1654
62097	IL	Madison	Worden	1259
85348	AZ	La Paz	Salome	1018
73433	OK	Garvin	Elmore City	904
99326	WA	Franklin	Connell	1207
13040	NY	Cortland	Cincinnatus	1196
28167	NC	Rutherford	Union Mills	938
93532	CA	Los Angeles	Lake Hughes	2175
98592	WA	Mason	Union	1361
32949	FL	Brevard	Grant-Valkaria	1916
76569	TX	Bell	Rogers	965
12779	NY	Sullivan	South Fallsburg	1253
16637	PA	Blair	Freedom Township	1006
89034	NV	Clark	Mesquite	1362
60541	IL	Kendall	Newark	1850
30450	GA	Bulloch	Portal	949
55047	MN	Washington	Marine on Saint Croix	2047
1022	MA	Hampden	Chicopee	1202
66439	KS	Brown	Horton	709
42406	KY	Henderson	Corydon	917
98253	WA	Island	Greenbank	1592
76524	TX	McLennan	Bruceville-Eddy	1206
99556	AK	Kenai Peninsula	Anchor Point	1286
95690	CA	Sacramento	Walnut Grove	1646
23883	VA	Surry	Surry	1243
12154	NY	Rensselaer	Town of Schaghticoke	1407
72952	AR	Crawford	Rudy	930
17747	PA	Clinton	Greene Township	995
49043	MI	Van Buren	Covert	1082
24440	VA	Augusta	Greenville	1239
43944	OH	Jefferson	Richmond	832
61020	IL	Ogle	Davis Junction	1330
38015	TN	Tipton	Gilt Edge	899
