Zip	NoReturns	SingleReturns	UnempComp	StudentLoanDeductions	TaxableIncome
29180	590	200	128	57	22817
29201	690	470	0	263	30737
29203	1290	520	109	257	51094
29204	850	420	99	158	35257
29205	1240	740	123	347	52792
29206	1250	550	153	210	49944
29209	1960	800	276	380	78772
29210	1730	750	157	332	70285
29212	2050	780	170	342	83127
29223	2830	1080	245	577	113714
29229	3530	1050	465	796	133455
29301	1570	490	150	223	61659
29302	890	310	66	150	35778
29303	850	240	153	78	32782
29306	470	140	80	60	18415
29307	1040	370	126	115	41273
29316	1850	440	202	265	72018
29321	140	40	0	29	5388
29322	510	110	151	36	19929
29323	870	180	115	78	32958
29325	670	180	103	77	26155
29330	410	90	47	53	15758
29332	140	50	0	0	5151
29334	790	220	74	110	30047
29335	230	70	0	0	9131
29340	940	220	72	76	36350
29341	1010	260	78	97	39833
29349	1870	420	219	185	71528
29351	60	0	0	0	2141
29353	240	80	0	0	9555
29355	50	20	0	0	2055
29356	510	130	80	37	19195
29360	1080	280	114	114	42486
29365	840	200	92	123	32197
29369	970	260	125	113	37859
29370	60	20	0	0	2210
29372	270	60	0	40	9987
29374	190	40	0	0	7425
29376	460	120	66	34	17488
29379	840	190	59	73	32436
29384	210	60	0	23	8410
29385	430	100	71	41	16562
29388	840	190	115	87	32361
29401	410	310	182	81	18124
29403	840	570	90	260	36851
29404	70	0	0	25	2381
29405	890	390	96	182	36154
29406	1250	500	98	227	50568
29407	2320	1210	206	534	96855
29410	1150	380	145	180	45827
29412	2660	1280	187	625	110236
29414	3250	1490	282	840	135929
29418	1280	530	131	233	52094
29420	1350	430	202	275	52625
29426	90	30	0	0	3625
29429	140	50	0	0	5575
29431	370	80	0	26	14420
29432	150	60	0	0	5539
29434	40	0	0	0	1364
29435	230	80	56	27	8852
29436	210	50	0	0	8144
29437	140	50	0	0	5520
29438	140	60	0	0	5358
29440	1140	280	125	104	43887
29445	3930	1120	414	623	153811
29446	50	0	0	0	1658
29448	130	40	0	14	4923
29449	400	130	93	39	15707
29450	150	60	0	35	6071
29451	220	110	0	39	8325
29453	70	20	0	0	2964
29455	1190	470	188	233	47468
29456	2030	580	277	383	79031
29458	90	40	0	32	3434
29461	2330	660	270	250	90681
29464	3250	1720	195	658	136038
29466	1730	680	223	237	68433
29468	90	30	0	0	3403
29469	50	0	0	0	1980
29470	200	60	0	0	7734
29471	80	30	0	0	3037
29472	510	100	181	42	19601
29474	130	50	0	0	5091
29475	130	40	0	25	4821
29477	330	90	0	34	12700
29479	310	90	0	26	12025
29481	80	20	0	0	2998
29482	100	50	0	0	3977
29483	4870	1230	586	760	188402
29485	3750	1070	503	644	146538
29487	130	40	0	0	4730
29488	970	240	162	121	36851
29492	760	370	129	176	30990
29501	2270	760	288	361	90383
29505	1510	450	159	210	59938
29506	580	160	198	61	22216
29510	490	120	115	23	18608
29511	290	50	0	23	10938
29512	610	150	75	62	23582
29516	30	0	0	0	1266
29518	80	30	0	0	2958
29520	700	190	50	76	26900
29525	80	40	0	0	3066
29526	2050	520	336	209	80010
29527	1080	210	168	128	41407
29530	110	20	0	0	4260
29532	770	240	121	86	30155
29536	600	210	119	63	23090
29540	260	70	0	25	10244
29541	470	110	0	57	18048
29543	20	0	0	0	994
29544	290	50	98	19	10599
29545	90	20	0	0	3358
29546	70	0	0	0	2748
29547	110	40	0	25	3928
29550	1380	370	196	168	54439
29554	390	120	0	0	15308
29555	290	60	72	36	10877
29556	420	120	0	27	16033
29560	480	140	93	50	18145
29563	110	40	0	0	4020
29564	50	0	0	0	2303
29565	280	80	67	0	10623
29566	1140	340	270	67	44442
29567	30	0	0	0	1131
29568	720	190	109	88	28550
29569	660	130	111	79	25338
29570	150	30	0	0	5718
29571	590	170	163	54	22944
29572	520	250	83	40	20657
29574	360	120	82	39	13773
29575	1040	350	277	98	41695
29576	2010	650	312	159	79946
29577	1160	460	190	147	46261
29579	2350	630	412	404	90997
29580	40	20	0	0	1600
29581	170	40	0	0	6104
29582	1010	410	178	75	40514
29583	260	80	72	32	10018
29584	130	30	0	0	4908
29585	970	360	130	93	38066
29588	2610	630	430	373	101136
29590	90	30	0	0	3535
29591	210	60	0	29	8313
29592	40	0	0	0	1360
29593	90	30	0	0	3691
29596	130	30	0	0	5111
29601	530	390	109	176	23761
29605	1670	630	152	290	66759
29607	2410	1090	199	555	99065
29609	1540	620	150	253	61486
29611	980	280	104	115	37507
29615	2600	1180	221	472	107177
29617	1260	370	76	184	48210
29620	660	140	58	62	25260
29621	2400	660	150	322	92811
29624	410	100	38	34	15842
29625	1630	430	132	219	64319
29626	650	160	48	73	25108
29627	940	190	115	79	36107
29628	80	0	0	17	2945
29630	620	170	102	139	23980
29631	450	210	81	70	18141
29635	90	20	0	0	3486
29638	160	40	0	31	5830
29639	80	40	0	0	3147
29640	1740	360	200	205	66846
29642	2060	500	152	293	78915
29643	150	30	0	0	5683
29644	1100	280	97	118	42532
29645	600	150	115	62	23214
29646	1110	260	120	131	42316
29649	1490	410	83	228	58023
29650	2210	720	150	400	87388
29651	2590	590	217	339	99359
29653	280	70	0	51	10798
29654	610	120	91	49	23463
29655	350	70	58	27	13448
29657	840	150	54	104	31853
29658	0	0	0	0	0
29661	280	50	87	30	10373
29662	1250	480	186	235	50877
29664	110	40	0	0	4028
29666	350	60	75	32	13427
29667	30	0	0	0	1000
29669	710	150	65	62	27230
29670	510	150	47	55	19812
29671	1050	200	83	102	40716
29672	670	230	87	63	27343
29673	1640	450	208	191	63634
29676	310	90	80	19	11962
29678	1140	300	203	137	44621
29680	2150	590	234	393	84111
29681	3260	970	390	496	127629
29682	240	50	0	29	9335
29684	260	60	0	0	9821
29685	70	0	0	0	2500
29686	60	20	0	0	2260
29687	2780	720	259	419	107590
29689	250	70	0	25	9716
29690	1180	240	95	161	44509
29691	530	120	104	49	20714
29692	260	60	0	33	10020
29693	770	160	227	58	29434
29696	280	70	132	30	10941
29697	820	180	69	91	31256
29702	490	90	44	22	18887
29704	240	50	0	0	9092
29706	860	210	118	67	34143
29707	1800	620	236	278	71053
29708	1650	610	278	290	65020
29709	360	90	77	37	14247
29710	2060	560	314	247	80567
29712	160	30	0	0	5976
29714	180	40	0	29	7137
29715	1710	540	310	268	65629
29717	90	20	0	0	3360
29718	170	50	0	46	6743
29720	2240	510	220	212	84909
29726	110	30	0	32	3995
29727	70	0	0	0	2418
29728	380	90	0	24	14684
29729	160	40	0	20	5873
29730	2780	770	460	435	107154
29732	3840	1220	478	651	149023
29741	90	0	0	0	3135
29742	140	40	0	19	5091
29743	80	0	0	0	3163
29745	1750	410	279	194	66561
29801	1190	440	84	164	47740
29803	2350	800	285	316	95178
29805	300	70	99	28	11919
29809	160	60	0	0	6493
29810	120	40	0	0	4512
29812	530	130	0	49	20665
29817	160	70	0	37	6292
29819	80	0	0	0	3127
29821	90	30	0	0	3180
29824	350	80	84	28	13655
29827	90	40	0	0	3428
29828	40	0	0	0	1467
29829	640	160	0	108	25116
29831	250	70	43	0	10105
29832	230	60	0	15	8955
29835	380	70	35	0	14732
29836	40	0	0	0	1973
29838	60	0	0	0	2664
29841	1890	610	244	269	75471
29842	340	80	79	31	13034
29843	50	0	0	0	1784
29845	50	0	0	0	2099
29847	260	70	67	27	9962
29848	50	0	0	0	1834
29849	0	0	0	0	0
29851	400	100	82	35	15778
29853	310	80	76	24	12637
29856	140	50	0	0	5290
29860	910	250	107	125	35733
29902	870	280	109	164	34471
29904	0	0	0	0	0
29905	0	0	0	0	0
29906	1030	220	75	172	38419
29907	810	210	0	145	30978
29909	1650	570	105	86	66503
29910	2400	700	232	379	90535
29911	90	20	0	0	3203
29915	30	0	0	0	1277
29916	80	30	0	0	3254
29918	170	50	47	0	6436
29920	410	140	0	29	15826
29922	40	0	0	0	1995
29924	240	70	0	0	9562
29926	1310	560	253	117	50702
29927	360	110	0	28	13203
29928	870	430	99	64	33614
29929	70	20	0	0	2494
29932	20	0	0	0	1492
29934	60	0	0	0	2751
29935	250	120	0	47	10482
29936	550	140	68	57	20726
29940	110	40	0	0	4014
29941	50	30	0	0	1958
29943	0	0	0	0	0
29944	230	50	85	23	8896
29945	140	50	0	28	5058
99999	4710	2040	486	287	189636
0	59060	17210	5071	11771	2388287
57001	110	40	0	16	4536
57002	100	40	0	39	4433
57003	180	50	0	54	7129
57004	250	80	0	72	10065
57005	840	220	74	221	33419
57006	1400	470	119	461	57838
57010	40	30	0	34	1778
57012	70	30	0	0	2556
57013	350	100	73	86	13835
57014	130	50	0	23	4812
57015	80	30	0	20	3097
57016	60	30	0	0	2407
57017	110	50	0	0	4336
57018	120	40	0	0	4789
57020	140	40	0	19	5582
57021	30	0	0	0	1045
57022	400	110	92	103	15657
57024	20	0	0	0	1023
57025	230	50	107	51	8973
57026	110	30	0	0	4168
57028	250	80	113	29	9972
57029	170	40	0	37	6409
57030	230	70	0	39	9140
57031	40	0	0	0	1520
57032	560	110	92	284	22312
57033	380	90	172	84	15055
57034	60	20	0	27	2116
57035	90	30	0	29	3467
57036	70	30	0	48	2729
57037	60	30	0	0	2449
57038	110	50	0	31	4499
57039	300	70	0	60	11744
57040	30	0	0	0	1168
57042	800	210	164	142	32271
57043	120	20	0	0	4570
57045	100	40	0	0	3978
57046	50	20	0	0	1998
57047	0	0	0	0	0
57048	80	40	0	42	3182
57049	440	180	89	90	18206
57051	30	0	0	0	1518
57052	0	0	0	0	0
57053	170	50	0	38	6662
57054	40	0	0	0	1761
57055	80	40	0	20	3281
57058	160	40	0	46	6095
57059	100	40	0	29	3905
57062	90	40	0	25	3452
57063	70	20	0	46	2616
57064	440	110	94	129	16981
57065	20	0	0	0	821
57066	110	40	0	33	4277
57067	50	0	0	0	2394
57068	120	40	0	26	4729
57069	540	170	0	187	21902
57070	100	40	0	27	3732
57071	250	80	0	68	10156
57072	60	20	0	0	2207
57073	40	20	0	0	1746
57075	80	50	0	35	3293
57076	30	0	0	0	1680
57077	130	40	0	38	5275
57078	1300	370	171	294	52451
57103	2500	670	242	527	99030
57104	1780	590	188	372	72341
57105	1700	640	123	510	70033
57106	3700	1240	390	1138	150222
57107	760	230	148	210	30755
57108	1420	590	116	419	58727
57110	1010	310	71	238	40838
57201	1860	480	158	360	75336
57212	150	40	0	30	6131
57213	30	0	0	0	1036
57216	80	40	0	0	3401
57217	0	0	0	0	0
57218	30	0	0	0	1394
57219	40	30	0	0	1787
57220	70	30	0	24	2746
57221	50	30	0	0	2018
57223	100	30	0	0	4044
57225	140	60	0	0	5743
57226	160	50	0	30	6637
57227	30	0	0	0	1119
57231	120	50	0	40	4714
57232	20	0	0	0	914
57234	80	30	0	0	3209
57235	70	30	0	0	2835
57237	50	20	0	0	2059
57238	40	0	0	0	1556
57239	30	0	0	0	1239
57241	90	30	0	0	3247
57242	20	0	0	0	835
57243	50	0	0	0	1916
57247	30	0	0	0	1207
57248	90	30	0	0	3047
57249	100	50	0	23	4251
57252	380	90	92	60	14891
57255	40	0	0	0	1457
57257	30	0	0	0	1222
57258	0	0	0	0	0
57259	40	0	0	0	1647
57260	70	20	0	0	2729
57261	20	0	0	0	929
57262	270	70	0	34	10886
57263	40	0	0	0	1726
57264	0	0	0	0	0
57266	40	0	0	0	1482
57268	30	0	0	0	1319
57269	30	0	0	0	1168
57270	40	0	0	0	1517
57273	60	20	0	0	2129
57274	220	80	0	38	8740
57276	100	30	0	0	3794
57278	60	0	0	0	2426
57279	70	20	0	0	2646
57301	1280	420	116	292	51582
57311	100	30	0	24	3997
57312	70	20	0	0	3412
57313	80	30	0	51	3304
57314	40	0	0	0	1519
57315	80	20	0	28	3145
57317	40	0	0	0	1310
57319	90	40	0	36	3567
57321	30	0	0	0	1095
57322	50	0	0	0	2317
57323	0	0	0	0	0
57324	30	0	0	0	1265
57325	240	80	0	45	9263
57328	90	30	0	17	3492
57330	30	0	0	0	1273
57331	40	0	0	0	1323
57332	210	50	0	27	8271
57334	70	0	0	22	2613
57335	0	0	0	0	0
57339	40	0	0	0	1490
57340	40	0	0	0	1568
57342	50	20	0	0	2171
57345	90	30	0	24	4050
57348	30	0	0	0	1278
57349	100	40	0	0	3752
57350	1020	280	148	163	41315
57353	60	20	0	0	2195
57355	70	20	0	0	2673
57356	70	30	0	25	2758
57359	70	30	0	0	2747
57362	180	60	0	46	7229
57363	70	20	0	25	2778
57365	40	0	0	0	1727
57366	170	50	0	43	6794
57368	100	20	0	0	3641
57369	180	50	0	37	6853
57370	60	0	0	0	2239
57371	0	0	0	0	0
57373	30	20	0	0	1338
57374	30	0	0	0	1014
57375	70	0	0	0	2422
57376	80	30	0	0	3260
57380	140	30	0	25	5468
57381	50	30	0	0	2034
57382	100	0	0	0	3870
57383	60	30	0	0	2110
57384	70	30	0	43	2588
57385	110	20	0	30	4226
57401	2260	720	196	507	92742
57422	30	0	0	0	1326
57424	40	0	0	0	1712
57427	40	20	0	19	1629
57428	50	0	0	0	2005
57430	190	90	0	31	7743
57432	40	0	0	0	1835
57433	60	30	0	0	2842
57434	30	0	0	0	1042
57435	30	0	0	0	1557
57436	40	20	0	0	1980
57437	90	40	0	0	3603
57438	80	40	0	0	3000
57440	40	0	0	0	1855
57441	30	20	0	0	1320
57442	130	50	0	0	5048
57445	150	70	0	33	6279
57446	60	20	0	0	2828
57448	40	0	0	0	1897
57450	50	20	0	0	1848
57451	160	50	0	0	6560
57452	20	0	0	0	860
57454	50	0	0	0	1820
57456	40	30	0	0	1776
57460	30	0	0	0	1320
57461	30	30	0	0	1236
57465	30	0	0	0	1089
57467	30	0	0	0	1636
57468	0	0	0	0	0
57469	240	70	0	41	9340
57471	40	20	0	0	1620
57472	70	40	0	28	2554
57474	0	0	0	0	0
57476	40	0	0	0	1570
57479	50	30	0	0	2007
57481	40	0	0	0	1646
57501	1250	450	137	251	53003
57522	60	20	0	0	2895
57523	80	30	0	28	3317
57528	50	0	0	0	1738
57529	0	0	0	0	0
57531	0	0	0	0	0
57532	240	80	0	37	9583
57533	120	50	0	30	4761
57534	0	0	0	0	0
57536	30	0	0	0	1233
57538	20	0	0	0	850
57543	50	20	0	0	2100
57544	30	0	0	0	1164
57548	40	0	0	0	1290
57551	120	60	0	17	4708
57552	50	0	0	0	1810
57555	120	50	0	27	4932
57559	50	30	0	17	2050
57560	20	0	0	0	1215
57564	70	30	0	33	2826
57566	0	0	0	0	0
57567	110	30	0	28	4183
57568	50	30	0	0	2178
57569	40	0	0	0	1969
57572	40	0	0	0	2205
57576	0	0	0	0	0
57577	40	0	0	0	2062
57579	50	0	0	0	1811
57580	300	80	0	28	11835
57585	0	0	0	0	0
57601	260	70	122	55	10979
57620	40	0	0	0	1557
57623	60	20	0	0	2285
57625	170	40	75	55	6697
57626	50	30	0	0	2042
57631	30	0	0	0	1329
57632	40	20	0	0	1642
57633	50	0	0	0	2198
57638	150	30	0	37	5869
57641	0	0	0	0	0
57642	70	30	0	0	2873
57644	40	20	0	0	1907
57646	20	0	0	0	1058
57648	40	0	0	0	1755
57649	20	0	0	0	1046
57656	60	20	0	0	2221
57658	0	0	0	0	0
57701	2470	800	219	556	100292
57702	2390	820	160	458	97691
57703	1230	290	130	264	49032
57706	70	0	0	28	2308
57714	0	0	0	0	0
57716	40	0	0	0	2085
57717	540	140	112	90	21417
57718	610	140	0	104	24264
57719	1060	210	159	152	41918
57720	50	0	0	26	2263
57722	20	0	0	0	977
57725	20	0	0	0	807
57730	420	130	122	40	17137
57732	190	60	0	30	7642
57735	80	20	0	0	3000
57744	180	40	0	0	6960
57745	160	60	0	0	6320
57747	400	140	86	51	16324
57750	30	0	0	0	922
57751	70	0	0	0	2872
57752	70	30	0	0	2683
57754	240	70	0	38	9620
57759	0	0	0	0	0
57760	70	30	0	0	2739
57761	80	30	0	24	3276
57762	30	0	0	0	1268
57763	30	0	0	0	1664
57764	50	0	0	0	2483
57766	0	0	0	0	0
57769	280	70	0	51	11206
57770	220	70	153	21	8683
57772	50	0	0	0	1792
57775	0	0	0	0	0
57779	50	20	0	0	2088
57783	1000	300	153	232	40475
57785	640	190	0	86	25582
57787	20	0	0	0	757
57788	50	0	0	0	2308
57790	90	30	0	23	3563
57791	0	0	0	0	0
57793	140	50	0	0	5562
99999	1130	370	130	45	45398
0	379120	113080	45630	50475	15075204
37010	320	70	0	53	12440
37012	140	30	0	31	5308
37013	5360	1960	487	1185	211860
37014	110	40	0	40	4343
37015	1300	330	189	145	50933
37016	60	0	0	0	2221
37018	110	30	0	0	4518
37019	60	30	0	0	2606
37020	370	70	93	38	13935
37022	380	80	58	51	15302
37023	100	30	0	29	3662
37025	430	100	81	45	16603
37026	150	40	0	26	5917
37027	2500	1160	222	358	100474
37028	50	0	0	0	2280
37029	450	100	103	57	17610
37030	430	90	0	46	16913
37031	310	80	87	29	12588
37032	330	70	85	29	13188
37033	410	60	110	36	15478
37034	530	120	0	50	20972
37035	250	50	0	36	10013
37036	410	90	0	35	15708
37037	610	120	123	84	23745
37040	3270	830	601	692	128156
37042	4320	890	866	807	165582
37043	3200	880	303	519	125335
37046	240	50	0	25	9058
37047	150	30	0	33	5918
37048	430	90	0	38	16846
37049	230	60	99	29	9104
37050	120	30	0	0	4597
37051	220	60	66	24	8553
37052	190	40	0	23	7607
37055	1600	400	197	142	64132
37057	60	0	0	0	2121
37058	450	80	94	42	17488
37059	90	20	0	0	3543
37060	190	40	0	27	6950
37061	270	70	53	28	10431
37062	780	160	104	117	30466
37064	2870	980	283	395	113501
37066	3000	860	291	361	119373
37067	1680	760	150	333	70551
37069	890	320	116	111	34604
37072	2170	690	247	325	87365
37073	1060	250	151	123	41955
37074	430	80	100	29	16325
37075	4230	1250	382	674	168483
37076	3040	1390	277	684	128113
37078	40	0	0	0	1429
37079	170	40	69	41	6602
37080	580	170	107	44	23735
37082	460	130	92	60	18260
37083	770	130	106	49	29696
37085	290	70	0	19	11663
37086	2280	580	237	412	88626
37087	2600	710	275	343	103420
37090	1070	260	164	116	42987
37091	1320	300	125	91	52098
37095	110	30	0	0	4442
37096	240	40	0	0	9040
37097	100	0	0	0	3857
37098	300	60	98	33	11430
37101	380	70	91	38	14810
37110	1600	330	169	81	62703
37115	1940	720	274	325	77641
37118	90	30	0	0	3733
37122	3700	1090	408	555	147916
37127	1250	340	87	221	49618
37128	3910	1250	446	895	157833
37129	3610	1030	350	539	145159
37130	2410	760	216	404	96039
37134	220	60	111	0	9038
37135	620	170	83	100	23948
37137	130	30	0	38	4896
37138	1800	600	178	228	73446
37141	90	30	0	0	3530
37142	130	40	0	49	5276
37143	310	100	85	44	12582
37144	210	50	0	0	8259
37145	140	30	0	28	5442
37146	550	120	0	87	21575
37148	1670	360	211	162	64994
37149	160	50	0	0	6327
37150	200	40	86	19	7622
37151	40	0	0	0	1490
37153	440	100	0	51	17308
37160	1720	380	201	119	66744
37166	660	120	143	53	25604
37167	4000	1210	378	536	161687
37171	60	0	0	0	2442
37172	1900	500	236	215	74431
37174	2640	690	297	541	102336
37175	40	0	0	0	1630
37178	140	40	81	34	5560
37179	830	220	69	131	32863
37180	230	50	72	23	8521
37181	70	30	0	0	2613
37183	210	50	60	26	8447
37184	400	80	78	24	15285
37185	480	130	146	35	18931
37186	530	80	129	29	20337
37187	520	110	64	59	19957
37188	1170	260	68	176	45907
37189	250	90	91	52	9618
37190	520	120	75	41	20694
37191	280	50	111	37	10924
37201	160	140	0	57	7831
37203	1020	840	129	384	47826
37204	940	630	106	288	41252
37205	1530	990	118	298	65453
37206	1680	990	247	484	73659
37207	1650	620	188	311	66261
37208	630	420	96	195	28228
37209	2280	1250	163	678	97731
37210	640	300	76	164	26802
37211	4820	2210	470	1088	200719
37212	910	660	0	311	40793
37214	2730	1340	241	551	116408
37215	1310	920	0	254	56346
37216	1420	670	85	379	60532
37217	1690	700	164	337	68803
37218	780	300	124	117	31189
37219	180	150	0	50	8048
37220	370	170	58	56	15594
37221	3180	1500	278	624	133838
37228	70	40	0	0	3080
37301	80	20	0	0	2986
37302	240	50	68	28	9244
37303	1340	300	180	148	52238
37305	40	0	0	0	2202
37306	140	20	0	0	5217
37307	290	70	78	0	11463
37308	190	50	46	49	7430
37309	120	40	0	41	4730
37310	270	70	92	8	10454
37311	1110	270	118	180	42862
37312	2090	510	253	298	81132
37313	70	0	0	0	2585
37317	120	50	0	18	4681
37318	90	40	0	0	3733
37321	1030	180	161	77	39072
37322	500	100	116	45	18984
37323	1880	330	218	229	72100
37324	270	70	57	0	10988
37325	100	40	0	0	4099
37327	600	120	80	50	23295
37328	80	20	0	0	3323
37329	350	70	55	29	13313
37330	450	100	72	33	18177
37331	460	110	63	44	18300
37332	150	40	90	0	6100
37333	30	0	0	0	1843
37334	1360	310	118	102	54356
37335	160	30	0	22	5955
37336	300	70	100	22	11825
37337	90	0	0	0	3285
37338	170	50	90	0	6417
37339	100	0	0	0	3914
37340	40	0	0	0	1618
37341	910	220	76	96	35873
37342	230	50	0	0	9046
37343	2720	860	360	298	109328
37345	150	40	0	0	5793
37347	530	130	130	43	20726
37348	70	0	0	0	2649
37350	80	40	0	39	3050
37351	30	0	0	0	1303
37352	200	60	0	0	7877
37353	300	60	0	29	11758
37354	980	190	207	83	38245
37355	1610	420	171	172	64871
37356	110	30	0	0	4654
37357	360	60	59	17	13813
37359	60	20	0	0	2210
37360	100	40	0	0	4087
37361	80	0	0	0	3113
37362	200	40	70	26	7670
37363	2200	580	216	344	86823
37365	80	0	0	0	2869
37366	50	0	0	0	2013
37367	440	80	112	44	16616
37369	50	0	0	0	1809
37370	310	40	74	49	11827
37373	230	70	55	24	8777
37374	70	20	0	0	2661
37375	180	70	0	37	7124
37376	30	0	0	0	1310
37377	890	270	188	97	34766
37379	1710	410	276	155	68270
37380	370	80	78	27	14833
37381	460	110	105	36	18183
37385	420	60	79	36	16015
37387	190	50	0	32	7466
37388	1490	400	125	147	59600
37391	50	30	0	0	1972
37396	30	0	0	0	1433
37397	540	120	97	36	20924
37398	900	240	125	54	35999
37402	80	60	0	45	3590
37403	100	60	0	48	4320
37404	370	140	64	51	14662
37405	1030	540	81	271	44177
37406	390	130	57	33	15525
37407	130	50	0	0	4876
37408	100	60	0	35	4399
37409	180	60	0	62	7405
37410	60	20	0	0	2975
37411	910	320	154	140	37275
37412	1420	450	134	193	57527
37415	1560	620	121	322	64808
37416	950	310	123	94	38144
37419	390	130	105	40	15684
37421	3400	1220	401	549	137393
37601	1770	560	358	238	70966
37604	1840	620	149	365	73575
37615	1340	390	155	197	54155
37616	310	60	94	26	12146
37617	870	220	149	68	34407
37618	820	150	129	67	32387
37620	2040	470	349	269	80205
37640	170	40	0	18	6211
37641	490	90	140	43	19173
37642	920	210	140	59	36548
37643	1740	300	343	185	67584
37645	450	100	126	46	18395
37650	690	170	186	41	27074
37656	250	50	89	23	10058
37657	50	0	0	0	1871
37658	220	50	56	32	8920
37659	1940	410	229	246	76895
37660	2020	580	224	184	80983
37663	980	280	113	119	39547
37664	1570	410	194	187	62794
37665	250	60	85	35	9822
37680	50	0	0	0	2470
37681	370	60	85	36	14333
37683	560	80	182	43	21300
37686	530	110	159	55	20928
37687	210	60	0	35	8192
37688	60	0	0	0	2290
37690	240	40	65	34	9126
37691	70	20	0	0	2744
37692	290	50	104	23	11362
37694	120	30	0	0	4520
37701	510	160	84	54	20158
37705	310	70	0	0	12044
37708	340	50	76	30	12821
37709	230	50	0	0	8751
37710	50	0	0	0	1889
37711	280	60	85	37	10650
37713	70	0	0	0	2616
37714	230	50	0	27	8968
37715	50	0	0	0	2196
37716	1530	370	185	151	61140
37721	950	180	90	124	37324
37722	260	70	103	30	9974
37723	50	0	0	0	2040
37724	100	20	0	35	3720
37725	1080	210	134	93	42002
37726	80	0	0	0	2974
37727	100	30	0	0	3930
37729	50	0	0	0	1857
37731	40	0	0	0	1533
37737	410	90	90	37	16498
37738	300	80	85	0	11970
37742	410	80	59	26	16076
37743	1320	210	239	97	51312
37745	920	220	167	98	35855
37748	930	210	232	58	36746
37752	340	80	128	47	13342
37753	40	0	0	0	1440
37754	270	50	0	25	10340
37755	130	40	0	31	5029
37756	130	30	0	0	4875
37757	600	100	75	41	23448
37760	630	130	132	70	24304
37762	140	40	0	22	5361
37763	970	280	190	66	39281
37764	510	80	65	47	19844
37765	20	0	0	0	1054
37766	760	130	131	49	29455
37769	330	80	85	37	12633
37770	130	30	80	0	5067
37771	920	230	158	78	35644
37772	820	250	91	92	32864
37774	1270	330	178	66	49379
37777	710	230	139	100	28612
37779	180	30	0	0	6658
37801	1610	390	162	197	63511
37803	2180	550	198	259	85613
37804	1650	400	195	233	64925
37806	160	40	0	0	6078
37807	480	80	139	42	18432
37809	110	20	0	0	3973
37810	90	0	0	36	3480
37811	170	50	0	24	6744
37813	790	130	167	50	30277
37814	1660	380	165	160	64820
37818	280	70	77	38	10877
37819	40	0	0	0	2562
37820	460	90	83	45	17936
37821	990	180	143	78	39011
37825	380	60	113	44	14413
37826	280	50	76	0	11153
37829	100	30	0	0	3818
37830	1800	670	169	225	72769
37840	540	110	108	34	21439
37841	480	90	85	47	18086
37843	240	50	52	31	9330
37846	270	50	122	0	10876
37847	140	20	54	0	4994
37848	30	0	0	0	1727
37849	1830	440	130	213	71851
37852	110	0	0	0	3996
37853	220	50	0	28	8287
37854	640	130	96	42	24586
37857	1140	220	123	89	43964
37860	300	50	84	32	12011
37861	470	70	117	31	18364
37862	1020	240	182	73	39675
37863	240	60	101	49	8954
37865	1470	240	192	173	56651
37866	100	30	0	0	3849
37869	190	40	0	22	7235
37870	230	60	83	30	8778
37871	550	100	49	60	21016
37872	120	30	0	0	4863
37873	230	60	79	0	8827
37874	820	170	143	71	31847
37876	1640	260	412	151	61935
37877	610	110	82	51	23892
37878	30	0	0	0	1142
37879	510	80	153	52	19150
37880	190	60	0	0	7676
37881	90	20	0	0	3461
37882	160	40	87	22	6064
37885	290	70	0	0	11106
37886	270	60	62	24	10500
37887	290	40	91	19	11295
37888	160	0	54	27	5871
37890	330	60	75	25	12929
37891	210	50	0	15	8017
37892	90	0	0	0	3222
37902	140	110	0	67	6485
37909	940	420	0	185	38929
37912	1230	450	172	188	50502
37914	1010	320	113	120	39984
37915	80	40	0	30	3308
37916	40	40	0	0	2144
37917	1120	430	154	224	46602
37918	2800	760	349	440	111927
37919	1550	760	126	311	65100
37920	2000	610	171	300	80689
37921	1650	480	192	302	66129
37922	1880	640	179	294	75665
37923	2110	860	158	416	87435
37924	790	160	134	135	30840
37931	1950	560	197	394	78596
37932	1000	310	104	190	40891
37934	1370	460	105	144	55449
37938	1230	270	148	131	47839
38001	220	50	0	48	8631
38002	2640	810	244	386	101661
38004	820	200	0	106	32303
38006	310	60	100	29	11695
38008	420	110	0	42	16493
38011	640	120	87	62	24105
38012	630	160	0	60	24642
38015	160	40	0	0	6337
38016	3720	1580	397	762	148003
38017	2760	990	208	346	109086
38018	2970	1270	248	556	118070
38019	710	180	166	59	27664
38023	350	70	87	23	13658
38024	1300	300	228	147	51035
38028	370	120	73	39	14474
38030	60	20	0	0	2168
38034	180	40	0	27	6639
38037	70	0	0	0	2746
38039	70	30	0	0	2496
38040	280	70	0	29	11078
38041	110	40	0	0	4380
38042	60	0	0	0	2633
38044	50	0	0	0	2058
38049	210	60	0	40	8186
38052	230	50	0	35	8705
38053	1800	530	180	192	70504
38057	210	40	0	37	7901
38058	770	190	92	92	29790
38059	520	100	79	58	20403
38060	820	250	81	114	33069
38061	50	0	0	0	2072
38063	750	150	113	53	29116
38066	150	60	0	0	6242
38067	70	30	0	0	2462
38068	550	140	92	51	22168
38069	140	50	0	11	5288
38075	200	60	0	27	7495
38076	50	20	0	0	2098
38079	140	50	0	0	5516
38080	110	40	0	0	4245
38103	1130	870	0	416	51328
38104	1360	890	112	361	59256
38105	160	90	0	49	6733
